REGION,FUEL,YEAR,VALUE
GLOBAL,ELCPERXX01,2040,1
GLOBAL,ELCPERXX01,2041,1
GLOBAL,ELCPERXX01,2042,1
GLOBAL,ELCPERXX01,2043,1
GLOBAL,ELCPERXX01,2044,1
GLOBAL,ELCPERXX01,2045,1
GLOBAL,ELCPERXX01,2046,1
GLOBAL,ELCPERXX01,2047,1
GLOBAL,ELCPERXX01,2048,1
GLOBAL,ELCPERXX01,2049,1
GLOBAL,ELCPERXX01,2050,1
GLOBAL,ELCPRYXX01,2021,1
GLOBAL,ELCPRYXX01,2022,1
GLOBAL,ELCPRYXX01,2023,1
GLOBAL,ELCPRYXX01,2024,1
GLOBAL,ELCPRYXX01,2025,1
GLOBAL,ELCPRYXX01,2026,1
GLOBAL,ELCPRYXX01,2027,1
GLOBAL,ELCPRYXX01,2028,1
GLOBAL,ELCPRYXX01,2029,1
GLOBAL,ELCPRYXX01,2030,1
GLOBAL,ELCPRYXX01,2031,1
GLOBAL,ELCPRYXX01,2032,1
GLOBAL,ELCPRYXX01,2033,1
GLOBAL,ELCPRYXX01,2034,1
GLOBAL,ELCPRYXX01,2035,1
GLOBAL,ELCPRYXX01,2036,1
GLOBAL,ELCPRYXX01,2037,1
GLOBAL,ELCPRYXX01,2038,1
GLOBAL,ELCPRYXX01,2039,1
GLOBAL,ELCPRYXX01,2040,1
GLOBAL,ELCPRYXX01,2041,1
GLOBAL,ELCPRYXX01,2042,1
GLOBAL,ELCPRYXX01,2043,1
GLOBAL,ELCPRYXX01,2044,1
GLOBAL,ELCPRYXX01,2045,1
GLOBAL,ELCPRYXX01,2046,1
GLOBAL,ELCPRYXX01,2047,1
GLOBAL,ELCPRYXX01,2048,1
GLOBAL,ELCPRYXX01,2049,1
GLOBAL,ELCPRYXX01,2050,1
GLOBAL,ELCSLVXX01,2021,1
GLOBAL,ELCSLVXX01,2022,1
GLOBAL,ELCSLVXX01,2023,1
GLOBAL,ELCSLVXX01,2024,1
GLOBAL,ELCSLVXX01,2025,1
GLOBAL,ELCSLVXX01,2026,1
GLOBAL,ELCSLVXX01,2027,1
GLOBAL,ELCSLVXX01,2028,1
GLOBAL,ELCSLVXX01,2029,1
GLOBAL,ELCSLVXX01,2030,1
GLOBAL,ELCSLVXX01,2031,1
GLOBAL,ELCSLVXX01,2032,1
GLOBAL,ELCSLVXX01,2033,1
GLOBAL,ELCSLVXX01,2034,1
GLOBAL,ELCSLVXX01,2035,1
GLOBAL,ELCSLVXX01,2036,1
GLOBAL,ELCSLVXX01,2037,1
GLOBAL,ELCSLVXX01,2038,1
GLOBAL,ELCSLVXX01,2039,1
GLOBAL,ELCSLVXX01,2040,1
GLOBAL,ELCSLVXX01,2041,1
GLOBAL,ELCSLVXX01,2042,1
GLOBAL,ELCSLVXX01,2043,1
GLOBAL,ELCSLVXX01,2044,1
GLOBAL,ELCSLVXX01,2045,1
GLOBAL,ELCSLVXX01,2046,1
GLOBAL,ELCSLVXX01,2047,1
GLOBAL,ELCSLVXX01,2048,1
GLOBAL,ELCSLVXX01,2049,1
GLOBAL,ELCSLVXX01,2050,1
GLOBAL,ELCURYXX01,2021,1
GLOBAL,ELCURYXX01,2022,1
GLOBAL,ELCURYXX01,2023,1
GLOBAL,ELCURYXX01,2024,1
GLOBAL,ELCURYXX01,2025,1
GLOBAL,ELCURYXX01,2026,1
GLOBAL,ELCURYXX01,2027,1
GLOBAL,ELCURYXX01,2028,1
GLOBAL,ELCURYXX01,2029,1
GLOBAL,ELCURYXX01,2030,1
GLOBAL,ELCURYXX01,2031,1
GLOBAL,ELCURYXX01,2032,1
GLOBAL,ELCURYXX01,2033,1
GLOBAL,ELCURYXX01,2034,1
GLOBAL,ELCURYXX01,2035,1
GLOBAL,ELCURYXX01,2036,1
GLOBAL,ELCURYXX01,2037,1
GLOBAL,ELCURYXX01,2038,1
GLOBAL,ELCURYXX01,2039,1
GLOBAL,ELCURYXX01,2040,1
GLOBAL,ELCURYXX01,2041,1
GLOBAL,ELCURYXX01,2042,1
GLOBAL,ELCURYXX01,2043,1
GLOBAL,ELCURYXX01,2044,1
GLOBAL,ELCURYXX01,2045,1
GLOBAL,ELCURYXX01,2046,1
GLOBAL,ELCURYXX01,2047,1
GLOBAL,ELCURYXX01,2048,1
GLOBAL,ELCURYXX01,2049,1
GLOBAL,ELCURYXX01,2050,1
