REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
GLOBAL,S1D2,RNWHYDCRIXX,HYDCRIXX,2050,28.455967
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2021,5.6781579
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2022,7.864332
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2023,12.396558
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2024,15.189473
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2025,17.994584
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2026,27.829313
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2027,27.594339
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2028,33.672113
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2029,33.437139
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2030,39.525713
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2031,42.722513
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2032,46.550033
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2033,46.585059
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2034,49.781859
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2035,52.978659
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2036,59.758433
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2037,63.376433
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2038,66.983633
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2039,67.439859
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2040,71.057859
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2041,74.989059
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2042,82.092833
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2043,82.862259
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2044,86.793459
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2045,90.735459
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2046,94.882659
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2047,99.019059
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2048,103.16626
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2049,107.31346
GLOBAL,S1D2,RNWWONCRIXX,WONCRIXX,2050,114.61163
