REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,MINGASURY,1,2044,9.478
GLOBAL,MINGASURY,1,2045,9.478
GLOBAL,MINGASURY,1,2046,9.478
GLOBAL,MINGASURY,1,2047,9.478
GLOBAL,MINGASURY,1,2048,9.478
GLOBAL,MINGASURY,1,2049,9.478
GLOBAL,MINGASURY,1,2050,9.478
GLOBAL,MINOILARG,1,2023,13.497
GLOBAL,MINOILARG,1,2024,13.497
GLOBAL,MINOILARG,1,2025,13.497
GLOBAL,MINOILARG,1,2026,13.497
GLOBAL,MINOILARG,1,2027,13.497
GLOBAL,MINOILARG,1,2028,13.497
GLOBAL,MINOILARG,1,2029,13.497
GLOBAL,MINOILARG,1,2030,13.497
GLOBAL,MINOILARG,1,2031,13.497
GLOBAL,MINOILARG,1,2032,13.497
GLOBAL,MINOILARG,1,2033,13.497
GLOBAL,MINOILARG,1,2034,13.497
GLOBAL,MINOILARG,1,2035,13.497
GLOBAL,MINOILARG,1,2036,13.497
GLOBAL,MINOILARG,1,2037,13.497
GLOBAL,MINOILARG,1,2038,13.497
GLOBAL,MINOILARG,1,2039,13.497
GLOBAL,MINOILARG,1,2040,13.497
GLOBAL,MINOILARG,1,2041,13.497
GLOBAL,MINOILARG,1,2042,13.497
GLOBAL,MINOILARG,1,2043,13.497
GLOBAL,MINOILARG,1,2044,13.497
GLOBAL,MINOILARG,1,2045,13.497
GLOBAL,MINOILARG,1,2046,13.497
GLOBAL,MINOILARG,1,2047,13.497
GLOBAL,MINOILARG,1,2048,13.497
GLOBAL,MINOILARG,1,2049,13.497
GLOBAL,MINOILARG,1,2050,13.497
GLOBAL,MINOILBOL,1,2023,13.497
GLOBAL,MINOILBOL,1,2024,13.497
GLOBAL,MINOILBOL,1,2025,13.497
GLOBAL,MINOILBOL,1,2026,13.497
GLOBAL,MINOILBOL,1,2027,13.497
GLOBAL,MINOILBOL,1,2028,13.497
GLOBAL,MINOILBOL,1,2029,13.497
GLOBAL,MINOILBOL,1,2030,13.497
GLOBAL,MINOILBOL,1,2031,13.497
GLOBAL,MINOILBOL,1,2032,13.497
GLOBAL,MINOILBOL,1,2033,13.497
GLOBAL,MINOILBOL,1,2034,13.497
GLOBAL,MINOILBOL,1,2035,13.497
GLOBAL,MINOILBOL,1,2036,13.497
GLOBAL,MINOILBOL,1,2037,13.497
GLOBAL,MINOILBOL,1,2038,13.497
GLOBAL,MINOILBOL,1,2039,13.497
GLOBAL,MINOILBOL,1,2040,13.497
GLOBAL,MINOILBOL,1,2041,13.497
GLOBAL,MINOILBOL,1,2042,13.497
GLOBAL,MINOILBOL,1,2043,13.497
GLOBAL,MINOILBOL,1,2044,13.497
GLOBAL,MINOILBOL,1,2045,13.497
GLOBAL,MINOILBOL,1,2046,13.497
GLOBAL,MINOILBOL,1,2047,13.497
GLOBAL,MINOILBOL,1,2048,13.497
GLOBAL,MINOILBOL,1,2049,13.497
GLOBAL,MINOILBOL,1,2050,13.497
GLOBAL,MINOILBRA,1,2023,13.497
GLOBAL,MINOILBRA,1,2024,13.497
GLOBAL,MINOILBRA,1,2025,13.497
GLOBAL,MINOILBRA,1,2026,13.497
GLOBAL,MINOILBRA,1,2027,13.497
GLOBAL,MINOILBRA,1,2028,13.497
GLOBAL,MINOILBRA,1,2029,13.497
GLOBAL,MINOILBRA,1,2030,13.497
GLOBAL,MINOILBRA,1,2031,13.497
GLOBAL,MINOILBRA,1,2032,13.497
GLOBAL,MINOILBRA,1,2033,13.497
GLOBAL,MINOILBRA,1,2034,13.497
GLOBAL,MINOILBRA,1,2035,13.497
GLOBAL,MINOILBRA,1,2036,13.497
GLOBAL,MINOILBRA,1,2037,13.497
GLOBAL,MINOILBRA,1,2038,13.497
GLOBAL,MINOILBRA,1,2039,13.497
GLOBAL,MINOILBRA,1,2040,13.497
GLOBAL,MINOILBRA,1,2041,13.497
GLOBAL,MINOILBRA,1,2042,13.497
GLOBAL,MINOILBRA,1,2043,13.497
GLOBAL,MINOILBRA,1,2044,13.497
GLOBAL,MINOILBRA,1,2045,13.497
GLOBAL,MINOILBRA,1,2046,13.497
GLOBAL,MINOILBRA,1,2047,13.497
GLOBAL,MINOILBRA,1,2048,13.497
GLOBAL,MINOILBRA,1,2049,13.497
GLOBAL,MINOILBRA,1,2050,13.497
GLOBAL,MINOILCHL,1,2023,13.497
GLOBAL,MINOILCHL,1,2024,13.497
GLOBAL,MINOILCHL,1,2025,13.497
GLOBAL,MINOILCHL,1,2026,13.497
GLOBAL,MINOILCHL,1,2027,13.497
GLOBAL,MINOILCHL,1,2028,13.497
GLOBAL,MINOILCHL,1,2029,13.497
GLOBAL,MINOILCHL,1,2030,13.497
GLOBAL,MINOILCHL,1,2031,13.497
GLOBAL,MINOILCHL,1,2032,13.497
GLOBAL,MINOILCHL,1,2033,13.497
GLOBAL,MINOILCHL,1,2034,13.497
GLOBAL,MINOILCHL,1,2035,13.497
GLOBAL,MINOILCHL,1,2036,13.497
GLOBAL,MINOILCHL,1,2037,13.497
GLOBAL,MINOILCHL,1,2038,13.497
GLOBAL,MINOILCHL,1,2039,13.497
GLOBAL,MINOILCHL,1,2040,13.497
GLOBAL,MINOILCHL,1,2041,13.497
GLOBAL,MINOILCHL,1,2042,13.497
GLOBAL,MINOILCHL,1,2043,13.497
GLOBAL,MINOILCHL,1,2044,13.497
GLOBAL,MINOILCHL,1,2045,13.497
GLOBAL,MINOILCHL,1,2046,13.497
GLOBAL,MINOILCHL,1,2047,13.497
GLOBAL,MINOILCHL,1,2048,13.497
GLOBAL,MINOILCHL,1,2049,13.497
GLOBAL,MINOILCHL,1,2050,13.497
GLOBAL,MINOILCOL,1,2023,13.497
GLOBAL,MINOILCOL,1,2024,13.497
GLOBAL,MINOILCOL,1,2025,13.497
GLOBAL,MINOILCOL,1,2026,13.497
GLOBAL,MINOILCOL,1,2027,13.497
GLOBAL,MINOILCOL,1,2028,13.497
GLOBAL,MINOILCOL,1,2029,13.497
GLOBAL,MINOILCOL,1,2030,13.497
GLOBAL,MINOILCOL,1,2031,13.497
GLOBAL,MINOILCOL,1,2032,13.497
GLOBAL,MINOILCOL,1,2033,13.497
GLOBAL,MINOILCOL,1,2034,13.497
GLOBAL,MINOILCOL,1,2035,13.497
GLOBAL,MINOILCOL,1,2036,13.497
GLOBAL,MINOILCOL,1,2037,13.497
GLOBAL,MINOILCOL,1,2038,13.497
GLOBAL,MINOILCOL,1,2039,13.497
GLOBAL,MINOILCOL,1,2040,13.497
GLOBAL,MINOILCOL,1,2041,13.497
GLOBAL,MINOILCOL,1,2042,13.497
GLOBAL,MINOILCOL,1,2043,13.497
GLOBAL,MINOILCOL,1,2044,13.497
GLOBAL,MINOILCOL,1,2045,13.497
GLOBAL,MINOILCOL,1,2046,13.497
GLOBAL,MINOILCOL,1,2047,13.497
GLOBAL,MINOILCOL,1,2048,13.497
GLOBAL,MINOILCOL,1,2049,13.497
GLOBAL,MINOILCOL,1,2050,13.497
GLOBAL,MINOILCRI,1,2023,13.497
GLOBAL,MINOILCRI,1,2024,13.497
GLOBAL,MINOILCRI,1,2025,13.497
GLOBAL,MINOILCRI,1,2026,13.497
GLOBAL,MINOILCRI,1,2027,13.497
GLOBAL,MINOILCRI,1,2028,13.497
GLOBAL,MINOILCRI,1,2029,13.497
GLOBAL,MINOILCRI,1,2030,13.497
GLOBAL,MINOILCRI,1,2031,13.497
GLOBAL,MINOILCRI,1,2032,13.497
GLOBAL,MINOILCRI,1,2033,13.497
GLOBAL,MINOILCRI,1,2034,13.497
GLOBAL,MINOILCRI,1,2035,13.497
GLOBAL,MINOILCRI,1,2036,13.497
GLOBAL,MINOILCRI,1,2037,13.497
GLOBAL,MINOILCRI,1,2038,13.497
GLOBAL,MINOILCRI,1,2039,13.497
GLOBAL,MINOILCRI,1,2040,13.497
GLOBAL,MINOILCRI,1,2041,13.497
GLOBAL,MINOILCRI,1,2042,13.497
GLOBAL,MINOILCRI,1,2043,13.497
GLOBAL,MINOILCRI,1,2044,13.497
GLOBAL,MINOILCRI,1,2045,13.497
GLOBAL,MINOILCRI,1,2046,13.497
GLOBAL,MINOILCRI,1,2047,13.497
GLOBAL,MINOILCRI,1,2048,13.497
GLOBAL,MINOILCRI,1,2049,13.497
GLOBAL,MINOILCRI,1,2050,13.497
GLOBAL,MINOILDOM,1,2023,13.497
GLOBAL,MINOILDOM,1,2024,13.497
GLOBAL,MINOILDOM,1,2025,13.497
GLOBAL,MINOILDOM,1,2026,13.497
GLOBAL,MINOILDOM,1,2027,13.497
GLOBAL,MINOILDOM,1,2028,13.497
GLOBAL,MINOILDOM,1,2029,13.497
GLOBAL,MINOILDOM,1,2030,13.497
GLOBAL,MINOILDOM,1,2031,13.497
GLOBAL,MINOILDOM,1,2032,13.497
GLOBAL,MINOILDOM,1,2033,13.497
GLOBAL,MINOILDOM,1,2034,13.497
GLOBAL,MINOILDOM,1,2035,13.497
GLOBAL,MINOILDOM,1,2036,13.497
GLOBAL,MINOILDOM,1,2037,13.497
GLOBAL,MINOILDOM,1,2038,13.497
GLOBAL,MINOILDOM,1,2039,13.497
GLOBAL,MINOILDOM,1,2040,13.497
GLOBAL,MINOILDOM,1,2041,13.497
GLOBAL,MINOILDOM,1,2042,13.497
GLOBAL,MINOILDOM,1,2043,13.497
GLOBAL,MINOILDOM,1,2044,13.497
GLOBAL,MINOILDOM,1,2045,13.497
GLOBAL,MINOILDOM,1,2046,13.497
GLOBAL,MINOILDOM,1,2047,13.497
GLOBAL,MINOILDOM,1,2048,13.497
GLOBAL,MINOILDOM,1,2049,13.497
GLOBAL,MINOILDOM,1,2050,13.497
GLOBAL,MINOILECU,1,2023,13.497
GLOBAL,MINOILECU,1,2024,13.497
GLOBAL,MINOILECU,1,2025,13.497
GLOBAL,MINOILECU,1,2026,13.497
GLOBAL,MINOILECU,1,2027,13.497
GLOBAL,MINOILECU,1,2028,13.497
GLOBAL,MINOILECU,1,2029,13.497
GLOBAL,MINOILECU,1,2030,13.497
GLOBAL,MINOILECU,1,2031,13.497
GLOBAL,MINOILECU,1,2032,13.497
GLOBAL,MINOILECU,1,2033,13.497
GLOBAL,MINOILECU,1,2034,13.497
GLOBAL,MINOILECU,1,2035,13.497
GLOBAL,MINOILECU,1,2036,13.497
GLOBAL,MINOILECU,1,2037,13.497
GLOBAL,MINOILECU,1,2038,13.497
GLOBAL,MINOILECU,1,2039,13.497
GLOBAL,MINOILECU,1,2040,13.497
GLOBAL,MINOILECU,1,2041,13.497
GLOBAL,MINOILECU,1,2042,13.497
GLOBAL,MINOILECU,1,2043,13.497
GLOBAL,MINOILECU,1,2044,13.497
GLOBAL,MINOILECU,1,2045,13.497
GLOBAL,MINOILECU,1,2046,13.497
GLOBAL,MINOILECU,1,2047,13.497
GLOBAL,MINOILECU,1,2048,13.497
GLOBAL,MINOILECU,1,2049,13.497
GLOBAL,MINOILECU,1,2050,13.497
GLOBAL,MINOILGTM,1,2023,13.497
GLOBAL,MINOILGTM,1,2024,13.497
GLOBAL,MINOILGTM,1,2025,13.497
GLOBAL,MINOILGTM,1,2026,13.497
GLOBAL,MINOILGTM,1,2027,13.497
GLOBAL,MINOILGTM,1,2028,13.497
GLOBAL,MINOILGTM,1,2029,13.497
GLOBAL,MINOILGTM,1,2030,13.497
GLOBAL,MINOILGTM,1,2031,13.497
GLOBAL,MINOILGTM,1,2032,13.497
GLOBAL,MINOILGTM,1,2033,13.497
GLOBAL,MINOILGTM,1,2034,13.497
GLOBAL,MINOILGTM,1,2035,13.497
GLOBAL,MINOILGTM,1,2036,13.497
GLOBAL,MINOILGTM,1,2037,13.497
GLOBAL,MINOILGTM,1,2038,13.497
GLOBAL,MINOILGTM,1,2039,13.497
GLOBAL,MINOILGTM,1,2040,13.497
GLOBAL,MINOILGTM,1,2041,13.497
GLOBAL,MINOILGTM,1,2042,13.497
GLOBAL,MINOILGTM,1,2043,13.497
GLOBAL,MINOILGTM,1,2044,13.497
GLOBAL,MINOILGTM,1,2045,13.497
GLOBAL,MINOILGTM,1,2046,13.497
GLOBAL,MINOILGTM,1,2047,13.497
GLOBAL,MINOILGTM,1,2048,13.497
GLOBAL,MINOILGTM,1,2049,13.497
GLOBAL,MINOILGTM,1,2050,13.497
GLOBAL,MINOILHND,1,2023,13.497
GLOBAL,MINOILHND,1,2024,13.497
GLOBAL,MINOILHND,1,2025,13.497
GLOBAL,MINOILHND,1,2026,13.497
GLOBAL,MINOILHND,1,2027,13.497
GLOBAL,MINOILHND,1,2028,13.497
GLOBAL,MINOILHND,1,2029,13.497
GLOBAL,MINOILHND,1,2030,13.497
GLOBAL,MINOILHND,1,2031,13.497
GLOBAL,MINOILHND,1,2032,13.497
GLOBAL,MINOILHND,1,2033,13.497
GLOBAL,MINOILHND,1,2034,13.497
GLOBAL,MINOILHND,1,2035,13.497
GLOBAL,MINOILHND,1,2036,13.497
GLOBAL,MINOILHND,1,2037,13.497
GLOBAL,MINOILHND,1,2038,13.497
GLOBAL,MINOILHND,1,2039,13.497
GLOBAL,MINOILHND,1,2040,13.497
GLOBAL,MINOILHND,1,2041,13.497
GLOBAL,MINOILHND,1,2042,13.497
GLOBAL,MINOILHND,1,2043,13.497
GLOBAL,MINOILHND,1,2044,13.497
GLOBAL,MINOILHND,1,2045,13.497
GLOBAL,MINOILHND,1,2046,13.497
GLOBAL,MINOILHND,1,2047,13.497
GLOBAL,MINOILHND,1,2048,13.497
GLOBAL,MINOILHND,1,2049,13.497
GLOBAL,MINOILHND,1,2050,13.497
GLOBAL,MINOILHTI,1,2023,13.497
GLOBAL,MINOILHTI,1,2024,13.497
GLOBAL,MINOILHTI,1,2025,13.497
GLOBAL,MINOILHTI,1,2026,13.497
GLOBAL,MINOILHTI,1,2027,13.497
GLOBAL,MINOILHTI,1,2028,13.497
GLOBAL,MINOILHTI,1,2029,13.497
GLOBAL,MINOILHTI,1,2030,13.497
GLOBAL,MINOILHTI,1,2031,13.497
GLOBAL,MINOILHTI,1,2032,13.497
GLOBAL,MINOILHTI,1,2033,13.497
GLOBAL,MINOILHTI,1,2034,13.497
GLOBAL,MINOILHTI,1,2035,13.497
GLOBAL,MINOILHTI,1,2036,13.497
GLOBAL,MINOILHTI,1,2037,13.497
GLOBAL,MINOILHTI,1,2038,13.497
GLOBAL,MINOILHTI,1,2039,13.497
GLOBAL,MINOILHTI,1,2040,13.497
GLOBAL,MINOILHTI,1,2041,13.497
GLOBAL,MINOILHTI,1,2042,13.497
GLOBAL,MINOILHTI,1,2043,13.497
GLOBAL,MINOILHTI,1,2044,13.497
GLOBAL,MINOILHTI,1,2045,13.497
GLOBAL,MINOILHTI,1,2046,13.497
GLOBAL,MINOILHTI,1,2047,13.497
GLOBAL,MINOILHTI,1,2048,13.497
GLOBAL,MINOILHTI,1,2049,13.497
GLOBAL,MINOILHTI,1,2050,13.497
GLOBAL,MINOILINT,1,2023,17.546
GLOBAL,MINOILINT,1,2024,17.546
GLOBAL,MINOILINT,1,2025,17.546
GLOBAL,MINOILINT,1,2026,17.546
GLOBAL,MINOILINT,1,2027,17.546
GLOBAL,MINOILINT,1,2028,17.546
GLOBAL,MINOILINT,1,2029,17.546
GLOBAL,MINOILINT,1,2030,17.546
GLOBAL,MINOILINT,1,2031,17.546
GLOBAL,MINOILINT,1,2032,17.546
GLOBAL,MINOILINT,1,2033,17.546
GLOBAL,MINOILINT,1,2034,17.546
GLOBAL,MINOILINT,1,2035,17.546
GLOBAL,MINOILINT,1,2036,17.546
GLOBAL,MINOILINT,1,2037,17.546
GLOBAL,MINOILINT,1,2038,17.546
GLOBAL,MINOILINT,1,2039,17.546
GLOBAL,MINOILINT,1,2040,17.546
GLOBAL,MINOILINT,1,2041,17.546
GLOBAL,MINOILINT,1,2042,17.546
GLOBAL,MINOILINT,1,2043,17.546
GLOBAL,MINOILINT,1,2044,17.546
GLOBAL,MINOILINT,1,2045,17.546
GLOBAL,MINOILINT,1,2046,17.546
GLOBAL,MINOILINT,1,2047,17.546
GLOBAL,MINOILINT,1,2048,17.546
GLOBAL,MINOILINT,1,2049,17.546
GLOBAL,MINOILINT,1,2050,17.546
GLOBAL,MINOILJAM,1,2023,13.497
GLOBAL,MINOILJAM,1,2024,13.497
GLOBAL,MINOILJAM,1,2025,13.497
GLOBAL,MINOILJAM,1,2026,13.497
GLOBAL,MINOILJAM,1,2027,13.497
GLOBAL,MINOILJAM,1,2028,13.497
GLOBAL,MINOILJAM,1,2029,13.497
GLOBAL,MINOILJAM,1,2030,13.497
GLOBAL,MINOILJAM,1,2031,13.497
GLOBAL,MINOILJAM,1,2032,13.497
GLOBAL,MINOILJAM,1,2033,13.497
GLOBAL,MINOILJAM,1,2034,13.497
GLOBAL,MINOILJAM,1,2035,13.497
GLOBAL,MINOILJAM,1,2036,13.497
GLOBAL,MINOILJAM,1,2037,13.497
GLOBAL,MINOILJAM,1,2038,13.497
GLOBAL,MINOILJAM,1,2039,13.497
GLOBAL,MINOILJAM,1,2040,13.497
GLOBAL,MINOILJAM,1,2041,13.497
GLOBAL,MINOILJAM,1,2042,13.497
GLOBAL,MINOILJAM,1,2043,13.497
GLOBAL,MINOILJAM,1,2044,13.497
GLOBAL,MINOILJAM,1,2045,13.497
GLOBAL,MINOILJAM,1,2046,13.497
GLOBAL,MINOILJAM,1,2047,13.497
GLOBAL,MINOILJAM,1,2048,13.497
GLOBAL,MINOILJAM,1,2049,13.497
GLOBAL,MINOILJAM,1,2050,13.497
GLOBAL,MINOILMEX,1,2023,13.497
GLOBAL,MINOILMEX,1,2024,13.497
GLOBAL,MINOILMEX,1,2025,13.497
GLOBAL,MINOILMEX,1,2026,13.497
GLOBAL,MINOILMEX,1,2027,13.497
GLOBAL,MINOILMEX,1,2028,13.497
GLOBAL,MINOILMEX,1,2029,13.497
GLOBAL,MINOILMEX,1,2030,13.497
GLOBAL,MINOILMEX,1,2031,13.497
GLOBAL,MINOILMEX,1,2032,13.497
GLOBAL,MINOILMEX,1,2033,13.497
GLOBAL,MINOILMEX,1,2034,13.497
GLOBAL,MINOILMEX,1,2035,13.497
GLOBAL,MINOILMEX,1,2036,13.497
GLOBAL,MINOILMEX,1,2037,13.497
GLOBAL,MINOILMEX,1,2038,13.497
GLOBAL,MINOILMEX,1,2039,13.497
GLOBAL,MINOILMEX,1,2040,13.497
GLOBAL,MINOILMEX,1,2041,13.497
GLOBAL,MINOILMEX,1,2042,13.497
GLOBAL,MINOILMEX,1,2043,13.497
GLOBAL,MINOILMEX,1,2044,13.497
GLOBAL,MINOILMEX,1,2045,13.497
GLOBAL,MINOILMEX,1,2046,13.497
GLOBAL,MINOILMEX,1,2047,13.497
GLOBAL,MINOILMEX,1,2048,13.497
GLOBAL,MINOILMEX,1,2049,13.497
GLOBAL,MINOILMEX,1,2050,13.497
GLOBAL,MINOILNIC,1,2023,13.497
GLOBAL,MINOILNIC,1,2024,13.497
GLOBAL,MINOILNIC,1,2025,13.497
GLOBAL,MINOILNIC,1,2026,13.497
GLOBAL,MINOILNIC,1,2027,13.497
GLOBAL,MINOILNIC,1,2028,13.497
GLOBAL,MINOILNIC,1,2029,13.497
GLOBAL,MINOILNIC,1,2030,13.497
GLOBAL,MINOILNIC,1,2031,13.497
GLOBAL,MINOILNIC,1,2032,13.497
GLOBAL,MINOILNIC,1,2033,13.497
GLOBAL,MINOILNIC,1,2034,13.497
GLOBAL,MINOILNIC,1,2035,13.497
GLOBAL,MINOILNIC,1,2036,13.497
GLOBAL,MINOILNIC,1,2037,13.497
GLOBAL,MINOILNIC,1,2038,13.497
GLOBAL,MINOILNIC,1,2039,13.497
GLOBAL,MINOILNIC,1,2040,13.497
GLOBAL,MINOILNIC,1,2041,13.497
GLOBAL,MINOILNIC,1,2042,13.497
GLOBAL,MINOILNIC,1,2043,13.497
GLOBAL,MINOILNIC,1,2044,13.497
GLOBAL,MINOILNIC,1,2045,13.497
GLOBAL,MINOILNIC,1,2046,13.497
GLOBAL,MINOILNIC,1,2047,13.497
GLOBAL,MINOILNIC,1,2048,13.497
GLOBAL,MINOILNIC,1,2049,13.497
GLOBAL,MINOILNIC,1,2050,13.497
GLOBAL,MINOILPAN,1,2023,13.497
GLOBAL,MINOILPAN,1,2024,13.497
GLOBAL,MINOILPAN,1,2025,13.497
GLOBAL,MINOILPAN,1,2026,13.497
GLOBAL,MINOILPAN,1,2027,13.497
GLOBAL,MINOILPAN,1,2028,13.497
GLOBAL,MINOILPAN,1,2029,13.497
GLOBAL,MINOILPAN,1,2030,13.497
GLOBAL,MINOILPAN,1,2031,13.497
GLOBAL,MINOILPAN,1,2032,13.497
GLOBAL,MINOILPAN,1,2033,13.497
GLOBAL,MINOILPAN,1,2034,13.497
GLOBAL,MINOILPAN,1,2035,13.497
GLOBAL,MINOILPAN,1,2036,13.497
GLOBAL,MINOILPAN,1,2037,13.497
GLOBAL,MINOILPAN,1,2038,13.497
GLOBAL,MINOILPAN,1,2039,13.497
GLOBAL,MINOILPAN,1,2040,13.497
GLOBAL,MINOILPAN,1,2041,13.497
GLOBAL,MINOILPAN,1,2042,13.497
GLOBAL,MINOILPAN,1,2043,13.497
GLOBAL,MINOILPAN,1,2044,13.497
GLOBAL,MINOILPAN,1,2045,13.497
GLOBAL,MINOILPAN,1,2046,13.497
GLOBAL,MINOILPAN,1,2047,13.497
GLOBAL,MINOILPAN,1,2048,13.497
GLOBAL,MINOILPAN,1,2049,13.497
GLOBAL,MINOILPAN,1,2050,13.497
GLOBAL,MINOILPER,1,2023,13.497
GLOBAL,MINOILPER,1,2024,13.497
GLOBAL,MINOILPER,1,2025,13.497
GLOBAL,MINOILPER,1,2026,13.497
GLOBAL,MINOILPER,1,2027,13.497
GLOBAL,MINOILPER,1,2028,13.497
GLOBAL,MINOILPER,1,2029,13.497
GLOBAL,MINOILPER,1,2030,13.497
GLOBAL,MINOILPER,1,2031,13.497
GLOBAL,MINOILPER,1,2032,13.497
GLOBAL,MINOILPER,1,2033,13.497
GLOBAL,MINOILPER,1,2034,13.497
GLOBAL,MINOILPER,1,2035,13.497
GLOBAL,MINOILPER,1,2036,13.497
GLOBAL,MINOILPER,1,2037,13.497
GLOBAL,MINOILPER,1,2038,13.497
GLOBAL,MINOILPER,1,2039,13.497
GLOBAL,MINOILPER,1,2040,13.497
GLOBAL,MINOILPER,1,2041,13.497
GLOBAL,MINOILPER,1,2042,13.497
GLOBAL,MINOILPER,1,2043,13.497
GLOBAL,MINOILPER,1,2044,13.497
GLOBAL,MINOILPER,1,2045,13.497
GLOBAL,MINOILPER,1,2046,13.497
GLOBAL,MINOILPER,1,2047,13.497
GLOBAL,MINOILPER,1,2048,13.497
GLOBAL,MINOILPER,1,2049,13.497
GLOBAL,MINOILPER,1,2050,13.497
GLOBAL,MINOILPRY,1,2023,13.497
GLOBAL,MINOILPRY,1,2024,13.497
GLOBAL,MINOILPRY,1,2025,13.497
GLOBAL,MINOILPRY,1,2026,13.497
GLOBAL,MINOILPRY,1,2027,13.497
GLOBAL,MINOILPRY,1,2028,13.497
GLOBAL,MINOILPRY,1,2029,13.497
GLOBAL,MINOILPRY,1,2030,13.497
GLOBAL,MINOILPRY,1,2031,13.497
GLOBAL,MINOILPRY,1,2032,13.497
GLOBAL,MINOILPRY,1,2033,13.497
GLOBAL,MINOILPRY,1,2034,13.497
GLOBAL,MINOILPRY,1,2035,13.497
GLOBAL,MINOILPRY,1,2036,13.497
GLOBAL,MINOILPRY,1,2037,13.497
GLOBAL,MINOILPRY,1,2038,13.497
GLOBAL,MINOILPRY,1,2039,13.497
GLOBAL,MINOILPRY,1,2040,13.497
GLOBAL,MINOILPRY,1,2041,13.497
GLOBAL,MINOILPRY,1,2042,13.497
GLOBAL,MINOILPRY,1,2043,13.497
GLOBAL,MINOILPRY,1,2044,13.497
GLOBAL,MINOILPRY,1,2045,13.497
GLOBAL,MINOILPRY,1,2046,13.497
GLOBAL,MINOILPRY,1,2047,13.497
GLOBAL,MINOILPRY,1,2048,13.497
GLOBAL,MINOILPRY,1,2049,13.497
GLOBAL,MINOILPRY,1,2050,13.497
GLOBAL,MINOILSLV,1,2023,13.497
GLOBAL,MINOILSLV,1,2024,13.497
GLOBAL,MINOILSLV,1,2025,13.497
GLOBAL,MINOILSLV,1,2026,13.497
GLOBAL,MINOILSLV,1,2027,13.497
GLOBAL,MINOILSLV,1,2028,13.497
GLOBAL,MINOILSLV,1,2029,13.497
GLOBAL,MINOILSLV,1,2030,13.497
GLOBAL,MINOILSLV,1,2031,13.497
GLOBAL,MINOILSLV,1,2032,13.497
GLOBAL,MINOILSLV,1,2033,13.497
GLOBAL,MINOILSLV,1,2034,13.497
GLOBAL,MINOILSLV,1,2035,13.497
GLOBAL,MINOILSLV,1,2036,13.497
GLOBAL,MINOILSLV,1,2037,13.497
GLOBAL,MINOILSLV,1,2038,13.497
GLOBAL,MINOILSLV,1,2039,13.497
GLOBAL,MINOILSLV,1,2040,13.497
GLOBAL,MINOILSLV,1,2041,13.497
GLOBAL,MINOILSLV,1,2042,13.497
GLOBAL,MINOILSLV,1,2043,13.497
GLOBAL,MINOILSLV,1,2044,13.497
GLOBAL,MINOILSLV,1,2045,13.497
GLOBAL,MINOILSLV,1,2046,13.497
GLOBAL,MINOILSLV,1,2047,13.497
GLOBAL,MINOILSLV,1,2048,13.497
GLOBAL,MINOILSLV,1,2049,13.497
GLOBAL,MINOILSLV,1,2050,13.497
GLOBAL,MINOILURY,1,2023,13.497
GLOBAL,MINOILURY,1,2024,13.497
GLOBAL,MINOILURY,1,2025,13.497
GLOBAL,MINOILURY,1,2026,13.497
GLOBAL,MINOILURY,1,2027,13.497
GLOBAL,MINOILURY,1,2028,13.497
GLOBAL,MINOILURY,1,2029,13.497
GLOBAL,MINOILURY,1,2030,13.497
GLOBAL,MINOILURY,1,2031,13.497
GLOBAL,MINOILURY,1,2032,13.497
GLOBAL,MINOILURY,1,2033,13.497
GLOBAL,MINOILURY,1,2034,13.497
GLOBAL,MINOILURY,1,2035,13.497
GLOBAL,MINOILURY,1,2036,13.497
GLOBAL,MINOILURY,1,2037,13.497
GLOBAL,MINOILURY,1,2038,13.497
GLOBAL,MINOILURY,1,2039,13.497
GLOBAL,MINOILURY,1,2040,13.497
GLOBAL,MINOILURY,1,2041,13.497
GLOBAL,MINOILURY,1,2042,13.497
GLOBAL,MINOILURY,1,2043,13.497
GLOBAL,MINOILURY,1,2044,13.497
GLOBAL,MINOILURY,1,2045,13.497
GLOBAL,MINOILURY,1,2046,13.497
GLOBAL,MINOILURY,1,2047,13.497
GLOBAL,MINOILURY,1,2048,13.497
GLOBAL,MINOILURY,1,2049,13.497
GLOBAL,MINOILURY,1,2050,13.497
GLOBAL,MINOTHARG,1,2023,13.497
GLOBAL,MINOTHARG,1,2024,13.497
GLOBAL,MINOTHARG,1,2025,13.497
GLOBAL,MINOTHARG,1,2026,13.497
GLOBAL,MINOTHARG,1,2027,13.497
GLOBAL,MINOTHARG,1,2028,13.497
GLOBAL,MINOTHARG,1,2029,13.497
GLOBAL,MINOTHARG,1,2030,13.497
GLOBAL,MINOTHARG,1,2031,13.497
GLOBAL,MINOTHARG,1,2032,13.497
GLOBAL,MINOTHARG,1,2033,13.497
GLOBAL,MINOTHARG,1,2034,13.497
GLOBAL,MINOTHARG,1,2035,13.497
GLOBAL,MINOTHARG,1,2036,13.497
GLOBAL,MINOTHARG,1,2037,13.497
GLOBAL,MINOTHARG,1,2038,13.497
GLOBAL,MINOTHARG,1,2039,13.497
GLOBAL,MINOTHARG,1,2040,13.497
GLOBAL,MINOTHARG,1,2041,13.497
GLOBAL,MINOTHARG,1,2042,13.497
GLOBAL,MINOTHARG,1,2043,13.497
GLOBAL,MINOTHARG,1,2044,13.497
